tmdb_id,credit_id,person_id,department,job
9091,52fe44dbc3a36847f80ae11b,4500,Sound,Music
9091,52fe44dbc3a36847f80ae121,37710,Camera,Director of Photography
9091,52fe44dbc3a36847f80ae127,11410,Editing,Editor
710,52fe426ec3a36847f801e14b,10702,Directing,Director
710,52fe426ec3a36847f801e151,9856,Writing,Characters
710,52fe426ec3a36847f801e157,10704,Writing,Screenplay
710,52fe426ec3a36847f801e15d,10705,Writing,Screenplay
710,52fe426ec3a36847f801e163,10666,Production,Producer
710,52fe426ec3a36847f801e169,10493,Production,Executive Producer
710,52fe426ec3a36847f801e16f,996,Sound,Original Music Composer
710,52fe426ec3a36847f801e175,1459,Sound,Songs
710,52fe426ec3a36847f801e17b,10709,Camera,Director of Photography
710,52fe426ec3a36847f801e181,5056,Editing,Editor
9087,52fe44dac3a36847f80adfa3,2702,Camera,Director of Photography
9087,52fe44dac3a36847f80adf8b,3026,Directing,Director
9087,52fe44dac3a36847f80adf97,3026,Production,Producer
9087,52fe44dac3a36847f80adfa9,3032,Editing,Editor
9087,52fe44dac3a36847f80adf9d,9251,Sound,Music
9087,52fe44dac3a36847f80adf91,13520,Writing,Screenplay
12110,52fe44b79251416c7503e7fb,4057,Editing,Editor
12110,52fe44b79251416c7503e82f,14639,Writing,Screenplay
12110,52fe44b79251416c7503e7e3,14639,Directing,Director
12110,52fe44b79251416c7503e7e9,14639,Production,Producer
12110,52fe44b79251416c7503e7ef,53839,Sound,Music
12110,52fe44b79251416c7503e7f5,53840,Camera,Director of Photography
12110,52fe44b79251416c7503e801,59979,Production,Executive Producer
12110,52fe44b79251416c7503e807,67674,Writing,Screenplay
12110,52fe44b79251416c7503e80d,71303,Writing,Screenplay
21032,593f24b9c3a3680369002371,488,Production,Producer
21032,593f24cfc3a36803f60025d8,489,Production,Producer
21032,52fe4409c3a368484e00bb87,12061,Writing,Writer
21032,52fe4409c3a368484e00bb6f,21879,Directing,Director
21032,52fe4409c3a368484e00bb7b,106850,Writing,Writer
21032,52fe4409c3a368484e00bb81,570268,Writing,Writer
21032,52fe4409c3a368484e00bb75,991160,Writing,Writer
21032,552b76a89251416b3e001629,1205985,Visual Effects,Animation
21032,5543eb02c3a3680cd70029e9,1447385,Visual Effects,Animation
21032,553b32a8c3a3682034000c1d,1447593,Visual Effects,Animation
10858,52fe43c59251416c7501d6f3,1152,Directing,Director
10858,52fe43c59251416c7501d6f9,1152,Writing,Screenplay
10858,52fe43c59251416c7501d6ff,5379,Production,Producer
10858,52fe43c59251416c7501d705,491,Sound,Original Music Composer
10858,52fe43c59251416c7501d70b,17786,Writing,Screenplay
10858,52fe43c59251416c7501d711,149,Camera,Director of Photography
10858,52fe43c59251416c7501d717,3189,Editing,Editor
10858,52fe43c59251416c7501d71d,1152,Production,Producer
1408,52fe42f4c3a36847f802f69f,2044,Camera,Director of Photography
1408,52fe42f4c3a36847f802f6b1,8383,Art,Set Decoration
1408,52fe42f4c3a36847f802f6ab,391,Art,Production Design
1408,52fe42f4c3a36847f802f6bd,3986,Production,Executive Producer
1408,52fe42f4c3a36847f802f699,7228,Production,Producer
1408,52fe42f4c3a36847f802f6a5,6044,Production,Casting
1408,52fe42f4c3a36847f802f693,10685,Production,Producer
1408,52fe42f4c3a36847f802f6b7,14590,Costume & Make-Up,Costume Design
1408,52fe42f4c3a36847f802f681,16938,Directing,Director
1408,52fe42f4c3a36847f802f68d,16938,Production,Producer
524,52fe424dc3a36847f80139cd,1032,Directing,Director
524,52fe424dc3a36847f80139fb,7170,Production,Producer
524,52fe424dc3a36847f8013a01,149,Camera,Director of Photography
524,52fe424dc3a36847f8013a07,3661,Editing,Editor
524,52fe424dc3a36847f8013a0d,2242,Production,Casting
524,52fe424dc3a36847f8013a13,2366,Art,Production Design
524,52fe424dc3a36847f8013a29,1032,Writing,Screenplay
524,52fe424dc3a36847f8013a2f,7163,Writing,Screenplay
524,52fe424dc3a36847f8013a35,7163,Writing,Novel
524,52fe424dc3a36847f8013a3b,7531,Production,Producer
4584,52fe43cec3a36847f807101f,1614,Directing,Director
4584,52fe43cec3a36847f8071025,32982,Writing,Novel
4584,52fe43cec3a36847f807102b,7056,Writing,Screenplay
4584,52fe43cec3a36847f8071031,11058,Production,Producer
4584,52fe43cec3a36847f8071037,2226,Production,Executive Producer
4584,587ebedec3a3682ea2000953,9152,Sound,Music
4584,587ebf0cc3a3682eb2000afb,7021,Camera,Director of Photography
4584,5904d5fac3a3684ab400f8d4,948439,Production,Co-Producer
5,52fe420dc3a36847f800011b,3116,Sound,Original Music Composer
5,52fe420dc3a36847f8000121,3117,Art,Production Design
5,52fe420dc3a36847f8000127,3119,Sound,Sound Designer
5,52fe420dc3a36847f800012d,3110,Directing,Director
5,52fe420dc3a36847f8000133,3111,Directing,Director
5,52fe420dc3a36847f8000139,2294,Directing,Director
5,52fe420dc3a36847f800013f,138,Directing,Director
5,52fe420dc3a36847f8000145,2545,Production,Producer
5,52fe420dc3a36847f800014b,138,Production,Executive Producer
5,52fe420dc3a36847f8000151,3111,Production,Executive Producer
9273,52fe44dfc3a36847f80af28b,4489,Directing,Director
9273,52fe44dfc3a36847f80af291,29901,Writing,Characters
9273,52fe44dfc3a36847f80af297,4489,Writing,Screenplay
9273,52fe44dfc3a36847f80af29d,4507,Production,Executive Producer
9273,52fe44dfc3a36847f80af2a3,57097,Production,Producer
9273,52fe44dfc3a36847f80af2a9,57098,Production,Producer
9273,52fe44dfc3a36847f80af2af,4700,Production,Producer
9273,52fe44dfc3a36847f80af2b5,43393,Sound,Original Music Composer
9273,52fe44dfc3a36847f80af2bb,6490,Camera,Director of Photography
9273,52fe44dfc3a36847f80af2c1,14457,Editing,Editor
11517,52fe44509251416c750305a1,52629,Directing,Director
11517,52fe44509251416c750305b3,20840,Writing,Screenplay
11517,52fe44509251416c750305b9,1059,Production,Producer
11517,52fe44509251416c750305bf,71423,Production,Executive Producer
11517,52fe44509251416c750305c5,1586,Production,Executive Producer
11517,52fe44509251416c750305cb,3805,Production,Producer
11517,52fe44509251416c750305d1,71424,Production,Executive Producer
11517,52fe44509251416c750305e3,23969,Camera,Director of Photography
11517,52fe44509251416c750305e9,11454,Editing,Editor
11517,52fe44509251416c750305ef,1264,Editing,Editor
8012,52fe448dc3a36847f809c729,5174,Directing,Director
8012,52fe448dc3a36847f809c72f,2235,Writing,Novel
8012,52fe448dc3a36847f809c735,518,Production,Producer
8012,52fe448dc3a36847f809c73b,5381,Production,Producer
8012,52fe448dc3a36847f809c741,5382,Production,Producer
8012,52fe448dc3a36847f809c747,6394,Sound,Original Music Composer
8012,52fe448dc3a36847f809c74d,9614,Camera,Director of Photography
8012,52fe448dc3a36847f809c753,16466,Art,Production Design
8012,52fe448dc3a36847f809c759,2199,Writing,Screenplay
8012,56360955925141616700c217,6940,Sound,Music Supervisor
1710,52fe430ec3a36847f803722d,18679,Production,Executive Producer
1710,52fe430ec3a36847f8037233,15148,Directing,Director
1710,52fe430ec3a36847f8037239,853,Editing,Editor
1710,52fe430ec3a36847f803723f,8970,Editing,Editor
1710,52fe430ec3a36847f803725d,376,Production,Executive Producer
1710,52fe430ec3a36847f8037263,18683,Writing,Screenplay
1710,52fe430ec3a36847f8037269,376,Production,Producer
1710,52fe430ec3a36847f803726f,18679,Production,Producer
1710,52fe430ec3a36847f8037275,19155,Sound,Original Music Composer
1710,52fe430ec3a36847f803727b,17815,Writing,Screenplay
9691,52fe451cc3a36847f80bd145,7187,Directing,Director
9691,52fe451cc3a36847f80bd14b,9339,Writing,Author
9691,52fe451cc3a36847f80bd151,9340,Writing,Author
9691,52fe451cc3a36847f80bd157,9989,Sound,Music
9691,52fe451cc3a36847f80bd15d,12235,Camera,Director of Photography
9691,52fe451cc3a36847f80bd163,49286,Editing,Editor
9691,52fe451cc3a36847f80bd169,3175,Editing,Editor
9691,52fe451cc3a36847f80bd16f,7187,Production,Producer
9691,52fe451cc3a36847f80bd175,3028,Production,Producer
9691,52fe451cc3a36847f80bd17b,3029,Production,Producer
12665,52fe45129251416c7504ab67,56349,Directing,Director
12665,52fe45129251416c7504ab6d,56349,Writing,Screenplay
12665,52fe45129251416c7504ab73,4504,Production,Producer
12665,52fe45129251416c7504ab79,56188,Production,Executive Producer
12665,52fe45129251416c7504ab7f,66723,Production,Producer
12665,52fe45129251416c7504ab85,73335,Production,Executive Producer
12665,52fe45129251416c7504ab8b,1760,Sound,Original Music Composer
12665,52fe45129251416c7504ab91,13140,Camera,Director of Photography
12665,52fe45129251416c7504ab97,30606,Editing,Editor
451,52fe4245c3a36847f80111c3,6109,Production,Executive Producer
451,52fe4245c3a36847f80111b1,6111,Writing,Screenplay
451,52fe4245c3a36847f80111a5,6111,Directing,Director
451,52fe4245c3a36847f80111d5,6111,Sound,Original Music Composer
451,52fe4245c3a36847f80111b7,6113,Production,Producer
451,52fe4245c3a36847f80111bd,6114,Production,Line Producer
451,52fe4245c3a36847f80111c9,6115,Production,Executive Producer
451,52fe4245c3a36847f80111cf,6116,Production,Producer
451,52fe4245c3a36847f80111db,6117,Camera,Director of Photography
451,52fe4245c3a36847f80111e1,6118,Editing,Editor
16420,5462510ec3a368082d000121,6210,Writing,Writer
16420,52fe46d29251416c75084b07,56710,Directing,Director
16420,54625118c3a368081300010e,56710,Writing,Adaptation
9263,52fe44dec3a36847f80aed45,15798,Directing,Director
9263,52fe44dec3a36847f80aed4b,57062,Writing,Screenplay
9263,52fe44dec3a36847f80aed51,3416,Production,Producer
9263,52fe44dec3a36847f80aed57,550,Production,Executive Producer
9263,52fe44dec3a36847f80aed5d,551,Production,Producer
9263,52fe44dec3a36847f80aed63,2120,Sound,Original Music Composer
9263,52fe44dec3a36847f80aed69,6050,Camera,Director of Photography
9263,52fe44dec3a36847f80aed6f,33830,Editing,Editor
17015,52fe46ff9251416c7508a8b3,7017,Directing,Director
17015,595352f7c3a36809c6034039,13009,Costume & Make-Up,Costume Design
17015,52fe46ff9251416c7508a8b9,32982,Writing,Novel
17015,595352579251416914004cfe,33443,Editing,Editor
17015,595352229251416914004cd7,110587,Camera,Director of Photography
17015,52fe46ff9251416c7508a8bf,137933,Writing,Screenplay
17015,5953559b9251412b31034906,152204,Crew,Stunts
17015,59535677c3a36809c60343a9,582705,Camera,Steadicam Operator
17015,59535149c3a368382e014af5,1073310,Sound,Original Music Composer
17015,5953529ac3a36809c6033fea,1155250,Art,Production Design
902,52fe428ac3a36847f8026c6f,2419,Directing,Director
902,52fe428ac3a36847f8026c75,2419,Writing,Screenplay
902,52fe428ac3a36847f8026c7b,13828,Production,Producer
902,52fe428ac3a36847f8026c81,13829,Production,Producer
902,52fe428ac3a36847f8026c87,13830,Production,Producer
902,52fe428ac3a36847f8026c8d,13831,Production,Producer
902,52fe428ac3a36847f8026c99,2402,Production,Producer
902,52fe428ac3a36847f8026ca5,13834,Production,Producer
902,52fe428ac3a36847f8026cab,5628,Sound,Original Music Composer
902,52fe428ac3a36847f8026cb1,2240,Camera,Director of Photography
37557,52fe46559251416c910511c9,607,Directing,Director
37557,58961384c3a368089f00ccd6,72204,Camera,Director of Photography
37557,52fe46559251416c910511cf,146103,Writing,Writer
37557,52fe46559251416c910511d5,146104,Writing,Novel
9909,52fe4546c3a36847f80c4e4b,770,Production,Producer
9909,5647147e9251413acf002c55,897,Production,Casting
9909,52fe4546c3a36847f80c4e45,771,Production,Producer
9909,52fe4546c3a36847f80c4e6f,1047,Editing,Editor
9909,5647158ec3a3682601002d94,5132,Sound,Music Editor
9909,52fe4546c3a36847f80c4e39,5144,Writing,Screenplay
9909,564716159251413e7f0029fa,9775,Costume & Make-Up,Makeup Artist
9909,52fe4546c3a36847f80c4e51,11695,Production,Executive Producer
9909,52fe4546c3a36847f80c4e5d,12066,Production,Executive Producer
9909,564714d1c3a3682620002c95,13587,Art,Art Direction
63,52fe4212c3a36847f8001ac7,280,Directing,Director
63,52fe4212c3a36847f8001acd,7191,Writing,Screenplay
63,52fe4212c3a36847f8001ad3,281,Writing,Screenplay
63,52fe4212c3a36847f8001ad9,282,Production,Producer
63,52fe4212c3a36847f8001adf,283,Production,Executive Producer
63,52fe4212c3a36847f8001ae5,284,Production,Executive Producer
63,52fe4212c3a36847f8001aeb,285,Production,Executive Producer
63,52fe4212c3a36847f8001af1,293,Camera,Director of Photography
63,52fe4212c3a36847f8001af7,294,Editing,Editor
63,52fe4212c3a36847f8001afd,295,Sound,Sound Editor
9598,52fe450fc3a36847f80b9ff7,1313,Camera,Director of Photography
9598,52fe450fc3a36847f80b9fd3,20629,Writing,Screenplay
9598,52fe450fc3a36847f80b9fe5,20629,Production,Producer
9598,52fe450fc3a36847f80b9feb,11651,Production,Producer
9598,52fe450fc3a36847f80b9ffd,11650,Editing,Editor
9598,52fe450fc3a36847f80b9fcd,46299,Writing,Novel
9598,52fe450fc3a36847f80b9ff1,58065,Sound,Original Music Composer
9598,52fe450fc3a36847f80ba003,58066,Editing,Editor
9598,52fe450fc3a36847f80b9fd9,58137,Writing,Screenplay
9598,52fe450fc3a36847f80b9fc7,58137,Directing,Director
47018,58594c1ac3a3682fb807e4cf,4034,Costume & Make-Up,Costume Design
47018,58594e4a925141724d040854,5333,Costume & Make-Up,Hairstylist
47018,58594bad925141724d0406a6,10759,Sound,Music
47018,54610539c3a3686f44000273,12952,Writing,Screenplay
47018,52fe471bc3a36847f8123aa9,12952,Directing,Director
47018,58594be1925141724d0406cc,17793,Art,Production Design
47018,58594bcfc3a3682f58068fff,68804,Editing,Editor
47018,58594bbd9251416f6307181a,23464,Camera,Director of Photography
47018,58594c04c3a36806a705e71a,37301,Art,Art Direction
47018,58594acf9251416fad06a341,39812,Production,Producer
687,52fe426ac3a36847f801cf35,151,Camera,Director of Photography
687,52fe426ac3a36847f801cf0b,504,Writing,Screenplay
687,52fe426ac3a36847f801ceed,504,Directing,Director
687,52fe426ac3a36847f801cef3,504,Production,Producer
687,57b3b5179251412716001a90,1204,Crew,Thanks
687,52fe426ac3a36847f801cf5f,2236,Production,Executive Producer
687,52fe426ac3a36847f801cf59,2238,Production,Executive Producer
687,52fe426ac3a36847f801cf05,3264,Production,Producer
687,58c303269251412a000019be,3264,Production,Unit Production Manager
687,57b3b525c3a3686f6d002580,3284,Crew,Thanks
33689,52fe45309251416c9102a49d,17167,Directing,Director
33689,52fe45309251416c9102a4a3,147476,Writing,Writer
9603,52fe4510c3a36847f80ba261,57434,Directing,Director
9603,52fe4510c3a36847f80ba267,57434,Writing,Screenplay
9603,52fe4510c3a36847f80ba273,2997,Production,Producer
9603,52fe4510c3a36847f80ba27f,9341,Camera,Director of Photography
9603,52fe4510c3a36847f80ba29d,57426,Editing,Editor
9603,55400f7d9251414af00002c8,1460574,Production,Producer
9603,563606b99251413b4600c5d8,38411,Art,Production Design
9603,56360687c3a3681b59019c36,25143,Sound,Original Music Composer
9603,5636069cc3a3681b5e019598,42909,Costume & Make-Up,Costume Design
9603,563606ddc3a3681b5401b6fd,6940,Sound,Music Supervisor
34615,52fe456f9251416c91032375,16730,Directing,Director
34615,52fe456f9251416c9103237b,3558,Writing,Writer
34615,52fe456f9251416c91032381,123828,Writing,Novel
34615,5909ca459251411cf300d245,3774,Writing,Writer
31174,52fe44669251416c9100f5a3,33315,Directing,Director
31174,546110c3c3a3686f31000401,6210,Writing,Theatre Play
31174,546110d00e0a2672aa0003d7,1327,Writing,Writer
31174,546110dcc3a3686f350003e8,33315,Writing,Writer
11443,52fe44409251416c7502e1d5,531,Sound,Original Music Composer
11443,52fe44409251416c7502e1db,5271,Camera,Director of Photography
11443,52fe44409251416c7502e1b1,11447,Directing,Director
11443,52fe44409251416c7502e1c3,11447,Production,Producer
11443,52fe44409251416c7502e1b7,11448,Directing,Director
11443,52fe44409251416c7502e1c9,11448,Production,Producer
11443,52fe44409251416c7502e1e1,11455,Editing,Editor
11443,52fe44409251416c7502e1bd,69448,Writing,Screenplay
11443,52fe44409251416c7502e1cf,69449,Production,Executive Producer
35196,52fe45999251416c91037fdf,52405,Directing,Director
35196,52fe45999251416c91037fe5,227501,Writing,Writer
35196,52fe45999251416c91037feb,114886,Writing,Writer
35196,52fe45999251416c91037ff1,150352,Production,Producer
35196,52fe45999251416c91037ff7,141474,Production,Producer
35196,590a42ab9251414f9e006386,11386,Costume & Make-Up,Costume Design
9312,52fe44e6c3a36847f80b0899,4014,Directing,Director
9312,52fe44e6c3a36847f80b08db,3961,Editing,Editor
9312,52fe44e6c3a36847f80b08cf,9204,Sound,Original Music Composer
9312,52fe44e6c3a36847f80b08d5,26714,Camera,Director of Photography
9312,52fe44e6c3a36847f80b08b7,10809,Production,Executive Producer
9312,52fe44e6c3a36847f80b08bd,43518,Production,Producer
9312,52fe44e6c3a36847f80b089f,57256,Writing,Screenplay
9312,54dacdd6925141618f000c00,57256,Crew,Creator
9312,52fe44e6c3a36847f80b08a5,57257,Writing,Screenplay
9312,54dacde0c3a368122a000c08,57257,Crew,Creator
577,52fe4255c3a36847f8015f49,5216,Directing,Director
577,52fe4255c3a36847f8015f4f,7794,Writing,Author
577,52fe4255c3a36847f8015f55,7795,Writing,Screenplay
577,52fe4255c3a36847f8015f73,7627,Production,Producer
577,52fe4255c3a36847f8015f79,2553,Production,Executive Producer
577,52fe4255c3a36847f8015f7f,7797,Production,Producer
577,52fe4255c3a36847f8015f85,7798,Production,Producer
577,52fe4255c3a36847f8015f8b,531,Sound,Original Music Composer
577,52fe4255c3a36847f8015f91,6389,Camera,Director of Photography
577,52fe4255c3a36847f8015f97,6390,Editing,Editor
11861,52fe44959251416c75039e1d,3047,Directing,Director
11861,52fe44959251416c75039e23,28714,Production,Producer
11861,52fe44959251416c75039e29,59670,Writing,Screenplay
11861,52fe44959251416c75039e2f,3050,Editing,Editor
11861,52fe44959251416c75039e35,153,Sound,Original Music Composer
11861,52fe44959251416c75039e3b,492,Camera,Director of Photography
11861,58e0139f9251415e7f00e3b7,1788045,Writing,Novel
11861,58e013ab9251415e4400e997,90559,Production,Producer
11861,58e013b59251415e4400e9a3,8703,Production,Co-Producer
11861,58e013bec3a3683d4600d76b,2212,Production,Executive Producer
807,52fe4279c3a36847f802176f,4023,Production,Casting
807,52fe4279c3a36847f8021751,117,Sound,Original Music Composer
807,52fe4279c3a36847f8021787,605,Costume & Make-Up,Costume Design
807,52fe4279c3a36847f8021781,4197,Art,Set Decoration
807,52fe4279c3a36847f8021775,944,Art,Production Design
807,568b1829c3a36860e902cad3,2122,Editing,Additional Editing
807,52fe4279c3a36847f8021757,2240,Camera,Director of Photography
807,52fe4279c3a36847f8021769,3192,Production,Casting
807,52fe4279c3a36847f802175d,6581,Editing,Editor
807,568b2130c3a368607502cafe,4768,Production,Co-Executive Producer
10530,52fe43819251416c75013087,6340,Writing,Screenplay
10530,52fe43819251416c75013099,15813,Sound,Original Music Composer
10530,52fe43819251416c7501309f,15815,Editing,Editor
10530,52fe43819251416c7501308d,37078,Writing,Screenplay
10530,550d818fc3a3681db20051c4,15774,Crew,Supervising Animator
10530,550d823ac3a3681db20051f0,15774,Writing,Story
10530,52fe43819251416c75013075,65530,Directing,Director
10530,52fe43819251416c7501307b,65531,Directing,Director
10530,52fe43819251416c75013081,65532,Writing,Screenplay
10530,52fe43819251416c75013093,65533,Production,Producer
629,52fe4260c3a36847f8019a7d,9032,Directing,Director
629,52fe4260c3a36847f8019a89,9032,Production,Producer
629,52fe4260c3a36847f8019a8f,9034,Production,Producer
629,52fe4260c3a36847f8019a9b,4584,Production,Executive Producer
629,52fe4260c3a36847f8019aa1,9036,Production,Executive Producer
629,52fe4260c3a36847f8019aa7,9037,Production,Executive Producer
629,52fe4260c3a36847f8019aad,9038,Production,Executive Producer
629,52fe4260c3a36847f8019ab9,9040,Camera,Director of Photography
629,52fe4260c3a36847f8019abf,9039,Editing,Editor
629,52fe4260c3a36847f8019ac5,6410,Production,Casting
11448,5692510dc3a3684d0b001b02,1046,Production,Casting
11448,52fe44419251416c7502e53b,1243,Writing,Screenplay
11448,52fe44419251416c7502e54d,1243,Directing,Director
11448,56924e33c3a3684d01001c7b,1265,Production,Co-Executive Producer
11448,56924ea492514115c8001cd7,3658,Production,Producer
11448,56924dd6c3a3684cff001c50,10576,Art,Art Direction
11448,52fe44419251416c7502e56b,6348,Costume & Make-Up,Costume Design
11448,56924e0692514115cb001cfd,6990,Production,Production Manager
11448,56924e2392514115bf001be1,6990,Production,Co-Producer
11448,56924e3f92514115c5001c62,6993,Production,Co-Executive Producer
26441,52fe4503c3a368484e04375d,71338,Directing,Director
26441,52fe4503c3a368484e043763,71338,Writing,Writer
97406,52fe49de9251416c750d60c7,140354,Directing,Director
97406,52fe49de9251416c750d60ed,72583,Writing,Screenplay
9089,52fe44dac3a36847f80ae00b,1038,Directing,Director
9089,52fe44dac3a36847f80ae011,56945,Writing,Screenplay
9089,52fe44dac3a36847f80ae017,18179,Writing,Screenplay
9089,52fe44dac3a36847f80ae01d,1038,Production,Producer
9089,52fe44dbc3a36847f80ae029,56947,Production,Producer
9089,52fe44dbc3a36847f80ae02f,4140,Sound,Music
9089,52fe44dbc3a36847f80ae035,47275,Camera,Director of Photography
9089,52fe44dbc3a36847f80ae03b,3394,Editing,Editor
9089,555516df9251411e4d00071d,2952,Production,Casting
9089,555516bec3a368776f000768,56946,Production,Executive Producer
11010,52fe43e29251416c75021d97,28898,Directing,Director
11010,52fe43e29251416c75021d9d,67789,Writing,Novel
11010,52fe43e29251416c75021da3,5812,Writing,Screenplay
11010,52fe43e29251416c75021da9,67790,Writing,Screenplay
11010,52fe43e29251416c75021daf,32309,Production,Producer
11010,52fe43e29251416c75021db5,57301,Production,Producer
11010,52fe43e29251416c75021dbb,67791,Production,Producer
11010,52fe43e29251416c75021dc1,66675,Sound,Original Music Composer
11010,52fe43e29251416c75021dc7,66641,Camera,Director of Photography
11010,52fe43e29251416c75021dcd,18333,Editing,Editor
11359,52fe44309251416c7502bdc7,7908,Directing,Director
11359,52fe44309251416c7502bdcd,489,Production,Producer
11359,52fe44309251416c7502bdd3,9964,Writing,Screenplay
11359,52fe44309251416c7502bdd9,8523,Camera,Director of Photography
11359,52fe44309251416c7502bddf,14712,Sound,Original Music Composer
11359,52fe44309251416c7502bde5,10935,Editing,Editor
11359,558dc7799251415ce000075b,1246837,Production,Producer
11359,558dc7a69251415be8000ebf,664,Production,Producer
11359,558dc7d5c3a36843cf002ee3,1176290,Production,Casting
11359,558dc7efc3a3685a310004ef,6347,Production,Casting
17182,52fe470d9251416c7508c48b,19304,Directing,Director
17182,56f1bc49c3a368301b000358,1594448,Writing,Novel
17182,56f1bc9cc3a36830200003ab,6875,Editing,Editor
17182,56f1bca79251412e16000376,1043831,Camera,Director of Photography
17182,56f1bcbbc3a3683029000373,1262,Production,Casting
17182,56f1bcc2c3a36830200003b0,10220,Art,Production Design
17182,56f1bce89251412e01000369,437,Art,Art Direction
17182,56f1bd01c3a368302400032a,60065,Production,Producer
17182,56f1bd0cc3a368302d0003df,5626,Production,Co-Producer
17182,56f1bd1a9251412e0d00035c,1594449,Production,Associate Producer
2054,52fe4330c3a36847f804111d,18356,Directing,Director
2054,52fe4330c3a36847f8041123,21101,Writing,Screenplay
2054,52fe4330c3a36847f8041129,18389,Production,Producer
2054,52fe4330c3a36847f804112f,9196,Production,Producer
2054,52fe4330c3a36847f8041135,21102,Production,Producer
2054,52fe4330c3a36847f804113b,7714,Sound,Original Music Composer
2054,52fe4330c3a36847f8041141,11409,Camera,Director of Photography
